Timestamp,IP,Reason,Action
2024-11-25 21:53:50,212.38.130.214,Restricts access to admin pages.,block
2024-11-25 21:53:50,29.134.230.139,Restricts access to admin pages.,block
2024-11-25 21:53:50,29.134.230.139,Blocks access to sensitive files.,block
2024-11-25 21:53:50,dfe7:787:1b78:8d88:2785:e478:1e33:f1c5,Blocks access to .git directories.,block
2024-11-25 21:53:50,1c4d:c71d:799d:18c5:3c66:8f77:513:4447,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,b594:5c49:61fb:a770:2d08:e836:b9ef:dab3,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,96.152.27.237,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,217.119.19.158,Restricts access to admin pages.,block
2024-11-25 21:53:50,17.230.52.60,Blocks access to .git directories.,block
2024-11-25 21:53:50,190.49.173.223,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,82.195.189.159,Blocks access to .git directories.,block
2024-11-25 21:53:50,df3c:d047:3dbb:1f66:6214:218c:109d:b08d,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,204.196.110.144,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,204.196.110.144,Detects XSS payloads.,block
2024-11-25 21:53:50,6e87:49bf:cbcd:fb1c:cef1:e0b9:ea38:d9f5,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,9977:270a:fc68:7b56:f950:cd58:1e76:34e9,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,9977:270a:fc68:7b56:f950:cd58:1e76:34e9,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,cedf:d3aa:95cd:d8e2:1d30:ed75:37d:9095,Blocks access to sensitive files.,block
2024-11-25 21:53:50,138.67.25.103,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,2966:86c1:e446:9b87:955a:e850:9637:2d01,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,2966:86c1:e446:9b87:955a:e850:9637:2d01,Detects XSS payloads.,block
2024-11-25 21:53:50,9bc:913e:1b80:85a9:ed13:94ee:bbb6:466,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,9bc:913e:1b80:85a9:ed13:94ee:bbb6:466,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,196.168.162.137,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,138.67.25.103,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,178.176.31.6,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,178.176.31.6,Detects XSS payloads.,block
2024-11-25 21:53:50,2f9e:3085:8251:92ee:2f56:263:f4f:bdc0,Detects XSS payloads.,block
2024-11-25 21:53:50,139.103.86.200,Blocks access to sensitive files.,block
2024-11-25 21:53:50,b536:f800:5525:92e7:946a:3bac:b650:962c,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,76.47.216.110,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,76.47.216.110,Detects XSS payloads.,block
2024-11-25 21:53:50,2.44.175.176,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,2.44.175.176,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,146.239.91.195,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,154.194.118.163,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,154.194.118.163,Detects XSS payloads.,block
2024-11-25 21:53:50,180.129.5.199,Restricts access to admin pages.,block
2024-11-25 21:53:50,180.129.5.199,Detects credentials passed in URL.,block
2024-11-25 21:53:50,88ca:6e8a:8a98:c81:4fdf:8ddf:f68f:9fd5,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,be7f:f961:3176:d088:1dcf:cf92:5031:e735,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,29.132.108.8,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,195.124.85.160,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,179.194.149.14,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,201.200.106.41,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,3.180.26.162,Restricts access to admin pages.,block
2024-11-25 21:53:50,3.180.26.162,Detects credentials passed in URL.,block
2024-11-25 21:53:50,b4a1:3e66:570:5216:2143:43c5:8d65:9d83,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,203.39.149.177,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,203.39.149.177,Restricts access to admin pages.,block
2024-11-25 21:53:50,5.148.34.246,Detects Null Byte Injection.,block
2024-11-25 21:53:50,204.74.76.31,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,204.74.76.31,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,222.60.238.26,Detects Null Byte Injection.,block
2024-11-25 21:53:50,60.2.165.125,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,9023:e785:5828:29a6:79db:872f:3c20:f8e1,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,9023:e785:5828:29a6:79db:872f:3c20:f8e1,Restricts access to admin pages.,block
2024-11-25 21:53:50,200.82.129.47,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,193.32.55.105,Restricts access to admin pages.,block
2024-11-25 21:53:50,193.32.55.105,Detects credentials passed in URL.,block
2024-11-25 21:53:50,133.241.158.167,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,133.241.158.167,Detects XSS payloads.,block
2024-11-25 21:53:50,7ae3:1af2:b25:d5ec:9794:def6:1557:3e67,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,130.93.109.121,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,130.93.109.121,Detects XSS payloads.,block
2024-11-25 21:53:50,70.181.118.211,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,9.167.160.206,Detects XSS payloads.,block
2024-11-25 21:53:50,213.72.190.176,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,620f:8822:d3a5:7fd2:9113:67c2:44e4:3a0,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,620f:8822:d3a5:7fd2:9113:67c2:44e4:3a0,Detects XSS payloads.,block
2024-11-25 21:53:50,f215:34a8:1286:988:ee0f:c451:483c:6956,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,157.117.59.36,Blocks access to sensitive files.,block
2024-11-25 21:53:50,96.152.27.237,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,96.152.27.237,Detects XSS payloads.,block
2024-11-25 21:53:50,158.240.206.108,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,158.240.206.108,Detects XSS payloads.,block
2024-11-25 21:53:50,133.157.216.48,Detects XSS payloads.,block
2024-11-25 21:53:50,141.148.116.60,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,141.148.116.60,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,196.9.231.148,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,196.9.231.148,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,88.40.53.243,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,7.113.8.157,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,185.60.226.17,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,196.9.231.148,Detects Null Byte Injection.,block
2024-11-25 21:53:50,79.204.155.139,Detects XSS payloads.,block
2024-11-25 21:53:50,147.41.40.18,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,96.152.27.237,Blocks access to .git directories.,block
2024-11-25 21:53:50,222.30.33.183,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,222.30.33.183,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,143.223.188.210,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,143.223.188.210,Detects XSS payloads.,block
2024-11-25 21:53:50,138.186.185.240,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,195.171.155.166,Blocks access to sensitive files.,block
2024-11-25 21:53:50,62.233.82.185,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,62.233.82.185,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,130.119.37.169,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,146.239.91.195,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,146.239.91.195,Detects XSS payloads.,block
2024-11-25 21:53:50,128.3.125.57,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,128.3.125.57,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,56.172.84.231,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,56.172.84.231,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,93.224.123.232,Restricts access to admin pages.,block
2024-11-25 21:53:50,93.224.123.232,Blocks access to sensitive files.,block
2024-11-25 21:53:50,185.24.37.122,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,26.249.70.42,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,197.186.169.178,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,197.186.169.178,Detects XSS payloads.,block
2024-11-25 21:53:50,26.249.70.42,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,66.170.211.253,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,66.170.211.253,Detects XSS payloads.,block
2024-11-25 21:53:50,24.203.45.79,Detects XSS payloads.,block
2024-11-25 21:53:50,128.3.125.57,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,110.104.236.144,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,110.104.236.144,Detects XSS payloads.,block
2024-11-25 21:53:50,206.228.108.158,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,206.228.108.158,Restricts access to admin pages.,block
2024-11-25 21:53:50,7.197.100.227,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,7.197.100.227,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,215.173.246.58,Blocks access to sensitive files.,block
2024-11-25 21:53:50,35.96.80.127,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,129.53.13.62,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,129.53.13.62,Detects XSS payloads.,block
2024-11-25 21:53:50,159.168.200.38,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,24.203.45.79,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,221.112.50.103,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,88.40.53.243,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,89.236.176.154,Detects XSS payloads.,block
2024-11-25 21:53:50,79.204.155.139,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,8.84.119.17,Blocks access to sensitive files.,block
2024-11-25 21:53:50,222.30.33.183,Restricts access to admin pages.,block
2024-11-25 21:53:50,222.30.33.183,Detects credentials passed in URL.,block
2024-11-25 21:53:50,53.14.209.93,Detects XSS payloads.,block
2024-11-25 21:53:50,28.75.189.25,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,129.53.13.62,Restricts access to admin pages.,block
2024-11-25 21:53:50,129.53.13.62,Detects credentials passed in URL.,block
2024-11-25 21:53:50,38.90.38.169,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,38.90.38.169,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,86.248.156.68,Restricts access to admin pages.,block
2024-11-25 21:53:50,86.248.156.68,Blocks access to sensitive files.,block
2024-11-25 21:53:50,128.103.139.186,Blocks access to sensitive files.,block
2024-11-25 21:53:50,197.225.62.134,Blocks access to .git directories.,block
2024-11-25 21:53:50,144.43.7.43,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,144.43.7.43,Detects XSS payloads.,block
2024-11-25 21:53:50,143.192.219.104,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,143.192.219.104,Detects XSS payloads.,block
2024-11-25 21:53:50,133.157.216.48,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,189.111.236.123,Detects XSS payloads.,block
2024-11-25 21:53:50,129.53.13.62,Blocks access to sensitive files.,block
2024-11-25 21:53:50,57.112.34.158,Blocks access to .git directories.,block
2024-11-25 21:53:50,96.152.27.237,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,222.30.33.183,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,125.227.246.131,Blocks access to .git directories.,block
2024-11-25 21:53:50,57.112.34.158,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,57.112.34.158,Detects XSS payloads.,block
2024-11-25 21:53:50,11.148.137.128,Blocks access to .git directories.,block
2024-11-25 21:53:50,110.104.236.144,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,221.112.50.103,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,221.112.50.103,Restricts access to admin pages.,block
2024-11-25 21:53:50,222.30.33.183,Detects Null Byte Injection.,block
2024-11-25 21:53:50,60.237.185.56,Detects XSS payloads.,block
2024-11-25 21:53:50,24.203.45.79,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,6.184.51.168,Blocks access to .git directories.,block
2024-11-25 21:53:50,79.204.155.139,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,79.204.155.139,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,133.157.216.48,Restricts access to admin pages.,block
2024-11-25 21:53:50,133.157.216.48,Blocks access to sensitive files.,block
2024-11-25 21:53:50,57.112.34.158,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,57.112.34.158,Detects XSS payloads.,block
2024-11-25 21:53:50,206.228.108.158,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,206.228.108.158,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,57.59.211.222,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,62.233.82.185,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,141.148.116.60,Blocks access to sensitive files.,block
2024-11-25 21:53:50,89.240.61.108,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,25.80.51.61,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,93.224.123.232,Restricts access to admin pages.,block
2024-11-25 21:53:50,93.224.123.232,Blocks access to sensitive files.,block
2024-11-25 21:53:50,135.161.89.192,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,135.161.89.192,Restricts access to admin pages.,block
2024-11-25 21:53:50,111.55.169.136,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,111.55.169.136,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,41.248.255.237,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,25.242.208.139,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,25.242.208.139,Detects XSS payloads.,block
2024-11-25 21:53:50,217.65.127.25,Blocks access to .git directories.,block
2024-11-25 21:53:50,7173:7095:94bd:830f:7d8e:a811:50ea:61df,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,7173:7095:94bd:830f:7d8e:a811:50ea:61df,Detects XSS payloads.,block
2024-11-25 21:53:50,220.159.173.67,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,220.159.173.67,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,25.242.208.139,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,25.242.208.139,Detects XSS payloads.,block
2024-11-25 21:53:50,3c15:19dc:639e:7394:7f62:6d21:174d:7a68,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,217.65.127.25,Detects Null Byte Injection.,block
2024-11-25 21:53:50,25.242.208.139,Blocks access to sensitive files.,block
2024-11-25 21:53:50,25.242.208.139,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,f54e:d3a0:76ba:5368:502d:e06:d025:f14a,Restricts access to admin pages.,block
2024-11-25 21:53:50,f54e:d3a0:76ba:5368:502d:e06:d025:f14a,Blocks access to sensitive files.,block
2024-11-25 21:53:50,25.242.208.139,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,25.242.208.139,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,203.87.92.123,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,203.87.92.123,Detects XSS payloads.,block
2024-11-25 21:53:50,220.159.173.67,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,217.65.127.25,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,217.65.127.25,Detects XSS payloads.,block
2024-11-25 21:53:50,218.124.87.171,Blocks access to sensitive files.,block
2024-11-25 21:53:50,7598:8129:b59:59a8:f1b7:e376:f7bd:61b2,Blocks access to .git directories.,block
2024-11-25 21:53:50,220.159.173.67,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,25.242.208.139,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,25.242.208.139,Detects XSS payloads.,block
2024-11-25 21:53:50,8a7b:c708:554e:2112:a5c:681e:a814:2b02,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,55.110.185.14,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,203.87.92.123,Detects XSS payloads.,block
2024-11-25 21:53:50,203.87.92.123,Detects XSS payloads.,block
2024-11-25 21:53:50,13.25.23.224,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,25.242.208.139,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,25.242.208.139,Detects XSS payloads.,block
2024-11-25 21:53:50,29.47.203.64,Blocks access to sensitive files.,block
2024-11-25 21:53:50,66f3:6dea:48a1:b712:f90e:4f20:2fec:cd2e,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,66f3:6dea:48a1:b712:f90e:4f20:2fec:cd2e,Restricts access to admin pages.,block
2024-11-25 21:53:50,2f5b:f6bb:b1a1:6925:4ad8:64bd:1eed:a2a5,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,5507:4586:545d:c4e4:6525:772a:7dcc:1dea,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,5507:4586:545d:c4e4:6525:772a:7dcc:1dea,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,136.1.142.245,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,136.1.142.245,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,98.43.150.69,Blocks access to sensitive files.,block
2024-11-25 21:53:50,c54:622b:5e70:223d:2c29:1955:5147:eae0,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,c54:622b:5e70:223d:2c29:1955:5147:eae0,Detects XSS payloads.,block
2024-11-25 21:53:50,14.18.55.87,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,2.184.7.56,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,acdb:a6f4:6628:5a89:581a:d111:d64b:ba29,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,7333:3dea:f232:7a4:20cb:594d:4b3:b039,Restricts access to admin pages.,block
2024-11-25 21:53:50,7333:3dea:f232:7a4:20cb:594d:4b3:b039,Blocks access to sensitive files.,block
2024-11-25 21:53:50,e63:e1a5:1a46:56bd:93f4:69ed:bdc8:b6bd,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,107.95.255.216,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,101.162.34.59,Detects XSS payloads.,block
2024-11-25 21:53:50,119.153.14.7,Detects Null Byte Injection.,block
2024-11-25 21:53:50,64.158.215.30,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,2f84:52f3:975b:28bf:4d18:98ed:5f1a:6cfc,Detects Remote Code Execution attempts via URL or commands.,block
2024-11-25 21:53:50,2f84:52f3:975b:28bf:4d18:98ed:5f1a:6cfc,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,4b3d:7dc6:6a54:5b78:c163:45af:b732:6e91,Blocks access to .git directories.,block
2024-11-25 21:53:50,c1f6:bbfd:f33f:417a:bc3f:5a13:5be9:188f,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,215.148.26.62,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,107.99.233.112,Detects Null Byte Injection.,block
2024-11-25 21:53:50,af60:704:77fc:dd2d:4bb0:e53a:e22:60a4,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,c51d:4416:9ba1:b2b8:e46e:a22b:2900:ade9,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,195.252.106.148,Restricts access to admin pages.,block
2024-11-25 21:53:50,195.252.106.148,Blocks access to sensitive files.,block
2024-11-25 21:53:50,156.116.65.102,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,156.116.65.102,Detects XSS payloads.,block
2024-11-25 21:53:50,cce7:90f5:9851:b3ee:f55e:b641:7889:d777,Detects XSS payloads.,block
2024-11-25 21:53:50,71.192.165.139,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,71.192.165.139,Detects XSS payloads.,block
2024-11-25 21:53:50,46fd:9999:63a3:ff7e:ba9d:9139:9314:861a,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,38e6:a32e:4455:f589:281e:62df:ccd1:25c,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,38e6:a32e:4455:f589:281e:62df:ccd1:25c,Restricts access to admin pages.,block
2024-11-25 21:53:50,f0b8:2ede:9ec4:e31c:fbc4:ef96:f95e:28d9,Detects XSS payloads.,block
2024-11-25 21:53:50,140.151.97.23,Blocks access to .git directories.,block
2024-11-25 21:53:50,26.186.200.225,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,40.144.164.251,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,76f7:d211:b4e3:1157:c9b7:7cb0:f257:18d3,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,182.76.162.242,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,c4b1:d9db:851c:bf95:5d69:624e:c1a4:8637,Blocks access to sensitive files.,block
2024-11-25 21:53:50,eb69:b54d:3e54:ce3:a866:73a6:cc4f:7c82,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,eb69:b54d:3e54:ce3:a866:73a6:cc4f:7c82,Detects XSS payloads.,block
2024-11-25 21:53:50,dd9f:a87a:a2fe:f643:fbfc:667e:8ad8:f717,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,dd9f:a87a:a2fe:f643:fbfc:667e:8ad8:f717,Detects XSS payloads.,block
2024-11-25 21:53:50,95.135.207.204,Detects XSS payloads.,block
2024-11-25 21:53:50,117.11.97.98,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,e1fd:9b04:a5e6:421c:beff:5bf3:737b:cefa,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,66f4:a6e9:a335:c995:4d1:7369:2dd8:1a68,Detects XSS payloads.,block
2024-11-25 21:53:50,65.153.53.132,Blocks access to sensitive files.,block
2024-11-25 21:53:50,eb6f:164c:b474:82b8:f5de:4297:6256:edda,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,789c:c509:20ff:181d:7957:3ee1:4bed:4b4a,Detects Local File Inclusion and Directory Traversal attempts.,block
2024-11-25 21:53:50,9.8.13.131,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,9.8.13.131,Detects XSS payloads.,block
2024-11-25 21:53:50,14.84.225.249,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,86.99.114.140,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,75d1:46c4:a0cf:686a:cfe5:169a:ebf:4584,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,104.46.76.94,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,12.127.54.221,Blocks access to .git directories.,block
2024-11-25 21:53:50,73.112.186.223,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,73.112.186.223,Detects XSS payloads.,block
2024-11-25 21:53:50,19.180.27.107,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,139.172.227.20,Restricts access to admin pages.,block
2024-11-25 21:53:50,139.172.227.20,Detects credentials passed in URL.,block
2024-11-25 21:53:50,91.222.44.87,Detects Null Byte Injection.,block
2024-11-25 21:53:50,5236:af06:833f:6171:9a28:73f4:bc5f:8102,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,5236:af06:833f:6171:9a28:73f4:bc5f:8102,Detects XSS payloads.,block
2024-11-25 21:53:50,64e6:762b:3944:c492:3a34:9411:9b8b:e5e5,Restricts access to admin pages.,block
2024-11-25 21:53:50,64e6:762b:3944:c492:3a34:9411:9b8b:e5e5,Blocks access to sensitive files.,block
2024-11-25 21:53:50,fd31:fec7:13e:8bab:2d63:f8fa:dd8e:e217,Detects Null Byte Injection.,block
2024-11-25 21:53:50,131.129.3.156,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,2.33.125.32,Blocks access to sensitive files.,block
2024-11-25 21:53:50,22.91.67.227,"Detects SQL Injection patterns, including basic XSS payloads.",block
2024-11-25 21:53:50,22.91.67.227,Restricts access to admin pages.,block
2024-11-25 21:53:50,43.176.164.150,Detects Remote Code Execution attempts via URL or commands.,block
